Title,Company,Location,Contract,Skills,Link,Salaries
Senior Python Developer - Remote,"Nile Bits, LLC","6th of October, Giza, Egypt ",Full timeWork from home,Full timeWork from homeExperienced · 3+ Yrs of Exp · Python · Django · javaScript · Software Development · Git · HTML5 · Unit Testing · Computer Science · Information Technology (IT) · Programming,https://wuzzuf.net/jobs/p/7vjwjvz3fbwV-Senior-Python-Developer---Remote-Nile-Bits-LLC-Giza-Egypt?o=1&l=sp&t=sj&a=python|search-v3|hpb,Confidential
Senior Python Dveloper,Confidential -,"Cairo, Egypt ",Full time,Full timeExperienced · 4 - 7 Yrs of Exp · Django · backend · Cloud · Computer Science · Python · Software Development · ERP · IT/Software Development,https://wuzzuf.net/jobs/p/kUEa52j1WZhA-Senior-Python-Dveloper-Cairo-Egypt?o=2&l=sp&t=sj&a=python|search-v3|hpb,Confidential
Python Developer,EBE,"Dokki, Giza, Egypt ",Full time,Full timeExperienced · 2+ Yrs of Exp · Software Development · Python · Information Technology (IT) · Computer Science · javaScript · HTML5 · Django · CSS3 · jQuery · Flask,https://wuzzuf.net/jobs/p/Atse8Mz9mIOW-Python-Developer-EBE-Giza-Egypt?o=3&l=sp&t=sj&a=python|search-v3|hpb,Confidential
Senior Python Developer - Security Engineering,Master Linux,"Heliopolis, Cairo, Egypt ",Full time,Full timeExperienced · 4 - 7 Yrs of Exp · Python · Cybersecurity · Software · Development · MySQL · DevOps · Docker · Information Technology (IT) · Software Engineering · Software Development,https://wuzzuf.net/jobs/p/do8X9BSACiQ3-Senior-Python-Developer---Security-Engineering-Master-Linux-Cairo-Egypt?o=4&l=sp&t=sj&a=python|search-v3|hpb,Confidential
Senior BackEnd Engineer (Python/Django),STC Solutions - Egypt,"New Cairo, Cairo, Egypt ",Full time,Full timeExperienced · 4+ Yrs of Exp · Software Development · Java · Software · CI/CD · NoSQL · Backend · Information Technology (IT) · Computer Science · Software Engineering · MySQL,https://wuzzuf.net/jobs/p/eOrii19uCf2B-Senior-BackEnd-Engineer-PythonDjango-STC-Solutions---Egypt-Cairo-Egypt?o=5&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Python Flask Developer,RDI,"Dokki, Giza, Egypt ",Full time,Full timeEntry Level · 1 - 3 Yrs of Exp · Django · Docker · Python · Java · Programming · CSS · HTML · Angular · Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/yKPTQsWHWpFr-Python-Flask-Developer-RDI-Giza-Egypt?o=6&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Software Engineer - Python,Paymob Solutions,"Maadi, Cairo, Egypt ",Full time,Full timeExperienced · 2+ Yrs of Exp · Python · Computer Science · Software Engineering · Framework · Software Development · AWS · Information Technology (IT) · javaScript · Web Services · ReactJS,https://wuzzuf.net/jobs/p/QfmBKbZGjLqK-Senior-Software-Engineer---Python-Paymob-Solutions-Cairo-Egypt?o=7&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Backend Engineer - Python/Django,Paymob Solutions,"Maadi, Cairo, Egypt ",Full time,Full timeExperienced · 2+ Yrs of Exp · Information Technology (IT) · Python · Django · AWS · Web Services · Computer Science · Software Development · javaScript · REST · APIs,https://wuzzuf.net/jobs/p/cz675jpLoHOi-Backend-Engineer---PythonDjango-Paymob-Solutions-Cairo-Egypt?o=8&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Python Developer,Trufla,"Heliopolis, Cairo, Egypt ",Full time,Full timeExperienced · 2+ Yrs of Exp · Python · Git · Computer Science · Information Technology (IT) · Software Development · AWS · Agile · SQL · javaScript · PHP,https://wuzzuf.net/jobs/p/7yDbksWAPCIs-Python-Developer-Trufla-Cairo-Egypt?o=9&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Lead Software Engineer - Python Back End,LxT,"Mohandessin, Giza, Egypt ",Full time,Full timeManager · 6+ Yrs of Exp · Computer Science · Information Technology (IT) · Software Development · Software Engineering · Python · NoSQL · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/c4UNiy2IF8r9-Lead-Software-Engineer---Python-Back-End-LxT-Giza-Egypt?o=10&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Full Stack Python Developer,FlairsTech,"Maadi, Cairo, Egypt ",Full time,Full timeExperienced · 3+ Yrs of Exp · Python · Software Development · Programming · Information Technology (IT) · JavaScript · Development · Computer Science · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/Nh84vqjOk98a-Senior-Full-Stack-Python-Developer-FlairsTech-Cairo-Egypt?o=11&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Python Developer/ Full Stack Python Developer,FlairsTech,"Cairo, Egypt ",Full time,Full timeExperienced · 3 - 7 Yrs of Exp · Angular · AWS · Computer Science · Docker · Git · OOP · SQL · React · Software Development · Information Technology (IT),https://wuzzuf.net/jobs/p/QwHsBghh1Ptt-Python-Developer-Full-Stack-Python-Developer-FlairsTech-Cairo-Egypt?o=12&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Python Developer - Pandas,Cegedim,"New Cairo, Cairo, Egypt ",Full time,Full timeExperienced · 3 - 5 Yrs of Exp · Pandas · Python · Software Engineering · Web Development · Numpy · SQL · Database · S3 · Git · Data,https://wuzzuf.net/jobs/p/BYBcqUnNoFuS-Python-Developer---Pandas-Cegedim-Cairo-Egypt?o=13&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Python Programming Instructor,Yat Learning Centers,"Mohandessin, Giza, Egypt ",Freelance / Project,Freelance / ProjectExperienced · 3 - 8 Yrs of Exp · Instructor · Python · trainer · programming · Computer Science · Information Technology (IT) · IT/Software Development · Education/Teaching · Training/Instructor,https://wuzzuf.net/jobs/p/OnVEIsLcz16X-Python-Programming-Instructor-Yat-Learning-Centers-Giza-Egypt?o=14&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Python Django Full Stack Developer,LINK Development,"Maadi, Cairo, Egypt ",Full time,Full timeExperienced · 2+ Yrs of Exp · Computer Science · Software Development · Python · Information Technology (IT) · javaScript · SQL · Software · Software Engineering · MySQL · HTML5,https://wuzzuf.net/jobs/p/nqiIePl8nlXn-Senior-Python-Django-Full-Stack-Developer-LINK-Development-Cairo-Egypt?o=15&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Full Stack Developer (Python/Django),STC Solutions - Egypt,"New Cairo, Cairo, Egypt ",Full time,Full timeExperienced · 4 - 7 Yrs of Exp · Software · Information Technology (IT) · Django · React · Angular · Computer Science · Software Development · javaScript · Software Engineering · Jira,https://wuzzuf.net/jobs/p/fk5Ay5N6OZbU-Senior-Full-Stack-Developer-PythonDjango-STC-Solutions---Egypt-Cairo-Egypt?o=16&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Python Developer / REST API / Microservices - Ocucon Team (UK) - (Alexandria),Procrew,"San Stefano, Alexandria, Egypt ",Full time,Full timeExperienced · 3+ Yrs of Exp · MySQL · javaScript · Software Development · Programming · Git · Information Technology (IT) · Front-End · Full-Stack · Back-End · Computer Science,https://wuzzuf.net/jobs/p/n9j7iOETHBMN-Python-Developer-REST-API-Microservices---Ocucon-Team-UK---Alexandria-Procrew-Alexandria-Egypt?o=17&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Python Developer For Payments / Finance,Unvc,"Alexandria, Egypt ",Full timeWork from home,Full timeWork from homeExperienced · 3+ Yrs of Exp · Python · JSON · FastAPI · Stripe · Braintree · Paypal · Fawry · Paymob · Aman · Momkn,https://wuzzuf.net/jobs/p/ilJ5mzdr1nvG-Python-Developer-For-Payments-Finance-Unvc-Alexandria-Egypt?o=18&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Python Technologist,Nagwa,"Nasr City, Cairo, Egypt ",Full time,Full timeExperienced · 3+ Yrs of Exp · Python · SQL · DJANGO · NOSQL · Computer Science · GIT · IT · Engineering · Telecom · IT/Software Development,https://wuzzuf.net/jobs/p/GEgbeGJUlW11-Senior-Python-Technologist-Nagwa-Cairo-Egypt?o=19&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Python Developer,Shebak,"Smart Village, Giza, Egypt ",Full time,Full timeEntry Level · 0 - 2 Yrs of Exp · Python · Computer Science · PostgreSQL · C++ · Meta-Classes · Git · Unix · Linux · SQL · Agile,https://wuzzuf.net/jobs/p/U2KBscujvWg3-Python-Developer-Shebak-Giza-Egypt?o=20&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Python Developer (Odoo),2B,"Nasr City, Cairo, Egypt ",Full time,Full timeExperienced · 2+ Yrs of Exp · Python · Odoo · Computer Science · Information Technology (IT) · CSS · Linux · jQuery · API · Odoo Modules · IT/Software Development,https://wuzzuf.net/jobs/p/kH3xSGTM2tKU-Python-Developer-Odoo-2B-Cairo-Egypt?o=21&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Python Developer - Platform Team,Nana,"Sheraton, Cairo, Egypt ",Full time,Full timeExperienced · 3+ Yrs of Exp · Computer Science · Information Technology (IT) · Software Development · Software · Programming · Design · Git · SQL · API · REST,https://wuzzuf.net/jobs/p/wO7dNbNWFouw-Senior-Python-Developer---Platform-Team-Nana-Cairo-Egypt?o=22&l=sp&t=sj&a=python|search-v3|hpb,not fetched
Senior Python Engineer,camelCase,"Mohandessin, Giza, Egypt ",Full time,Full timeExperienced · 3+ Yrs of Exp · Python · Web Development · Programming · Google Cloud · App Engine · Scalability · TDD · Information Technology (IT) · Computer Science · Software Engineering,https://wuzzuf.net/jobs/p/waq5ktbo9xfC-Senior-Python-Engineer-camelCase-Giza-Egypt?o=23&l=sp&t=sj&a=python|search-v3|hpb,not fetched
